,text,sentiment
8965,ha yea you are so not allowed days of rest way too many interesting ideas to incorporate into tweetdeck,2
8966,come on knight its been well over hours,1
8967,okay im happy again i watched the second episode of jonas on youtube i think tomorrow my family is going to olive garden for mothers day,2
8968,i hope you had fun in canada dont worry youll see then again this summer,2
8969,sounds like a great idea wish i could make it,2
8970,yes yes it was,1
8971,going to the memorial for the guy in my grade that died,1
8972,downloading chexquest been about years sins its final release you say your right,2
8973,volunteering at down syndrome indiana on wednesday,1
8974,congratulations on the test,2
8975,entonces estas perdonada porque sigues a tom conrad who we all know is made of awesome,2
8976,haha i want another bagel i have all this blueberry cream cheese left and no more bagel,1
8977,so early dats my time,1
8978,ugh blisters on both my big toes and on both my legs and my shoulders are raw as my life sucks right now,0
8979,sadly it doesnt i was so hopeful after american doll posse too its just so blah and vacant of dynamic,0
8980,didnt realize animal kingdom closes so early at today now im stick in the exit traffic,0
8981,aaaawww would u like an alcoholic beverage of your choice,1
8982,special chocr makin rounds gourds show,1
8983,is freaking exhaustedneed to go to bedgotta get up early yuckhappy mothers day to all you mommies out there,1
8984,just ordered an asus eee pc,1
8985,never expected to hear beastie boys in a star trek movie was a super great flick though pew peww phasers,2
8986,getttin ready,1
8987,its been a fun afternoon for me trying thoughbbqs out now thoughfeeling a bit sick,1
8988,listening to dave barnes getting really excited for junior senior,2
8989,playing with zeke hes leaving today,1
8990,morley lol i love your kids,2
8991,chilling with my baybee sarah i love this girl,2
8992,no southland this wk,1
8993,eating an apple for once in my life thought you would like to know,1
8994,yes i am quite unsure aswell haha,0
8995,k now that that fiasco is all wrapped and good too go back to studying for midterms,2
8996,no silly to shoot other shoppers with though a taser is probably the more humane penalty for items in item line,0
8997,no sleeping for me im at work it will be summer break soon tell them to get there butts out of bed lol,1
8998,real stressed,0
8999,nope,1
9000,in the mood to listen to some reg stuff sir told me u used to be a huge fan of mine but now it seems youve forgotten my songs,1
9001,is very very tired just want to sleep stupid work getting in the way,0
9002,this weekend is going to be packed full of work for school no life this summer im afraid,0
9003,getting impatient with the turnaround time on repairs to my broken on arrival new espresso machine fb,0
9004,needed my semi best friend to go shoe shopping with me tonight alas he is nowhere to be found,1
9005,what about your body by tom novy or voodoo child by rogue traders they are from good memories from these songs,2
9006,i wish i was at botcon with everyone,1
9007,agreed it did take me a little while to find my way on stocktwits but once i did i cant imagine working wo it,1
9008,now you have to cover the whole purse with those so it looks like a pattern,1
9009,fidel has no balls,1
9010,hmm i should go make a time machine to go forward to god im genius oh yeh i dont no how too x,1
9011,walking the puppies downtown also mystery of missing cat solved he locked himself in basement for nearly two days,1
9012,joes the photographer of the family rehearsing is always fun for the first couple of days it is at least,2
9013,no i was trying to interview dr paul twomey ceo of icann phone issues cut the interview from mins to,0
9014,i just want this whole day to hurry up,1
9015,i cant upload a picture everythings too big,0
9016,one day my hugs will come fingers still crossed,2
9017,i think the vog is making me sicker than i think feeling slightly achy,0
9018,i laaaaaaaaave it,2
9019,downloading the rightreal speedracher now,1
9020,just getting off of work for the day hope everyone has a wonderful mothers day tomorrow hope you enjoy ur cheesecakes too,2
9021,what software do you use to design sites im a cs student and currently i hard code everything its not the fastest way,0
9022,but thats weeks away im sure we got by only tweeting at night before,1
9023,yeah totally unfair we should just flame them everywhere,0
9024,lol i cant drink,2
9025,ready ive heard bobo probobly times also bobobyebye,1
9026,waiting for my momma so i can go to chase and see what the hell they doin with my money i miss wamu,0
9027,loool thats just the way things are,1
9028,hawks lost but it was a good time,2
9029,ty just a long tiring day filled with expensive plumbers and work needed calgon hope you have an awesome weekend,2
9030,omg jlo and marc anthony were at my old school graduation brb upset,0
9031,watching snl gahhhhh will forte is soooooo funty,2
9032,love to but cant swing the am i would more than likely do an evening tweetup in the future,2
9033,heavenly donuts at at nightsounds like a heavenly match to me,1
9034,i had to find out via twitter,1
9035,you realllllllllly just said that didnt you,1
9036,wondering if twitter will be fixed for my phone any time soon,1
9037,hurts to be you sunshine all weekend and you dont get to play thats sad,0
9038,now standing because my tailbone is killing me,0
9039,i really adore your kpopped site haha,2
9040,why is it so dark outside,1
9041,awe man i hope someone turns it in,2
9042,fell off the wagon and had a maccys,1
9043,reaaaallly bored,0
9044,exactly the same problem i am having with pure classical music i cant njoy it,0
9045,just found out the frenchies have set a precedent,1
9046,did ice skating last show part this morning mozart awesome cant wait to do it friday and saturday love u all,2
9047,guess ill drive it back nine hours,1
9048,as much as i loved texas my dislike for needles could interfere,1
9049,relaxing,2
9050,listening to obama with one ear listening to music with the other,1
9051,ocean sounds cd,1
9052,well yes lol i had a chat with them earlier there just not willing to learn anything else,1
9053,tweetsjust living the rockstar life one tweet at a time,1
9054,im watching cqc a brazilian humor program,1
9055,was busy talking with mom and bhabhi they liked the cards bro and me made for them now waiting for sis to get back from church,2
9056,so tired didnt get home till work at bjs at,0
9057,born and raised in nyc and living in texas for the past years i still miss ny,0
9058,has had a really good bank hoilday,2
9059,going to look at a bunch of open homes today just to get a feel for the market i think ive got a lot of saving to do,1
9060,part of my neuroanatomy takehome test after this iï ½m,1
9061,denial can be very powerful,1
9062,nin app gets rejected by apple reznor threatens to go jailbreak always entertaining,0
9063,its tomorrow,1
9064,psyching myself up for the next few daysoh my,1
9065,lol academyish haha i really really miss ob,0
9066,that storm seems to be coming my way,1
9067,i dont have any of that,1
9068,trying to upload one thousand photos,1
9069,wishes a happy mothers day,2
